Tag,Text
receipt,"the aiml store 1234 somewhere ro poway, california 92129 02/13/2022 12126 am el eueselonoe elune 9838162381829381~230981 . dewalt dcs387b 20volt wax $125.04 compact rtic . 30 oz . ‘ tumbler 1 4.46 evga 480 wi, 80+ brite 1 960.34 subtotal $219.84 t = 0a tax 7 . 7500 226 . 328 316 . 288 total 23.328 ntt amex oharge $296 . 328 aid aq000558797287 amex debit auth code 057387 some promotions may reduce the refund value of items oooo iii iii iiioer atria iik i . he feedback! teke quick survey enter chance to win $250 store gift card . go hyfakestore . com/win 5 winners monthly * or orooiaiioii aia ior ti cashier john doe store 128 pos 003 transact ion2629 sunday, february 13, 2022 1228 am"
bank statement,"page 10f5 03/02/2022 dc 1090001004290, gi anycompany financial group 999999999 16769 3 c001 11 s 66.002 maria . garcia 830 minh stream, arlenmouth, ut 18236 your consolidated statement contact for 03/02/2022 few excrviecom regge eee sio oe do digital banking bank leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u . example bank, member fdic . to learn, visit example.com/abcxyz . 2020 anycompany financial group if traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts account name account num _details on checking 005829862708 3,211.27 page 1 ‘ total checking money market savings accounts “ $3,214.27 savings 582986270836 7,633.96 page 3 total savings accounts . $7,633.96 checking money market savings accounts checking 005829862708 account summary average posted balance statement cycle $12,731.76 total checks = $701.39 = page 1 1 0000667"
bank statement,"page 1 5 . 03/02/2022 dc ~ 1090001004290 gi anycompany finance ltd 999999999 16769 3 c001 11 s 66 002 john stiles 20048 gaylord loaf, sipesside, ct 92734 your consolidated statement contact for 03/02/2022 few craic rarer ee siar oe do digital banking bank . leave home . check account balances, make transfers, pay bills deposit checks mobile device . if enrolled digital banking, lakes minute gel started today example.com/u . example bank, member fdic . to learn, visit example.com/abcxyz . 2020 anycompany finance ltd. traveling usa concerns accessing account traveling, contact branch banker call 858lll0101 summary accounts ount number account name. ” ee ur ew checking 003251467380 1,066.41 page 1 so $1,066.44 salance (s) details on savings . _325146738036 (6,653.70 page 3 . 653.70 total savings accounts checking money market savings accounts checking 003251467380 account summary average posted balance statement cycle $2,557.24 checks di total checks w page 1 1 0000667"
receipt,"the aiml store 1234 somewhere rd poway, california 92129 02/18/2022 1228 am future diary playing cards 1 $18.34 headehones, sound intone 165 1 $35.39 headehones sinole deluxe clap lam = 19.08 light,; subtotal $72.81 t = ga tax 7.7600 78.271 b81; total $78 . 271, a880 amex charge 978.271.; aide 0000682064515 amex credit ~ auth code basie “ some promotions may reduce the refund value . of items eoccegaeaabocec heh ado eoreagoaiokoe ho feedback! . take quick survey . enter chance to win $260 store gift card . go myfakestore.comwin winners monthl * ~ cashiers defn doe store 128 pos 008 transaction 2629 sunday, february 18, 2022 1228 am"
receipt,"the aiml store 1234 somewhere rod poway, california 92129 02/18/2022 . 1228 .am acne aee 9830102381029361238981 iphone 6/69 card holder case, 1 317 . bormioli roceo hermetic seat 1 $8.00 glass exon usb otg conmection kit . 1 $18.29 . subtotal $54.90 t= ca tax 7.7600 2.12800 s883 $60 . 123 6060 amex charge 880 . 188 aid snnoneoaa73397 amex credit . “ auth code 2 9gg367 “ some promotions may reduce the refund value of items; ‘ he feedback! take quick survey enter chance! to wina $250 store gift card . go myfakestore . com/win ""8 winners month * 4 cashier john doe store 122 = pos o68 transact ion 72629 sunday, february 18, 2002 1228 am \"
salary slip,"‘ abc limited indore 452030, madhya pradesh, noia 4281909¢ralcom salary slip eprunent 0 uae daye ‘ ° present ays ag bean 5 = jes jreiesoy, roma jorsedby gehod s/n sano"
invoice,"anycompany retail services llc 58375 dillon estate jeremiahside wv 99524 phone (858) 5550101 bill to nikki wolf 304 stevie landing, nelsonside connecticut 089195403 nikki . wolfexample.com ose date mar 19, 2020 invoice #335913205 customer id 776 due date apr 03, 2020 description amount kitchenaid kl26m1xer professional 6qt . bowllift $499.53 iottie easy one touch 2 $33.2 apple mc914ll/b 27inch thunderbolt display $1196.07 bluelab ph probe meter $75.84 aeotec aeon labs dsb28zwus $100.82 total $1,905.46 other comments total payment due 30 days ifpaying check, include invoice number check questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
invoice,"anycompany supplies inc . date apr 23, 2018 60003 weber throughway invoice #755997609 port lavernbury ks 14301 customer id 1026 phone (858) 5550101 due date may 08, 2018 bill to richard roe 590 columbus flat, south angella maryland 114417917 richard.roeexample.com description amount arttoframes 12x12 inch brown $54.45 glucosamine ds stage 2 dog $31.54 brainwavz hengja the headphone $27.1 total $113.09 other comments total payment due 30 days if paying check, include invoice number check if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
receipt,"the aiml store 1234 somewhere rd poway, california 92129 02/13/2022 1228 am eau at va te 96381829810293981~230961 lifeproof fre series 1 $75.74 waterproof case! maudio . oxygen series 61} $160.01 . ignite wow leaf 50 ty antemna 1 s07 subtotal $35.82 j = ca tax 7 . 7800 360 . 267 $28,487 total $950 . 287 18685 visa charge $980 . 267 aid 0008e7otb7es via oredit auth oo0e 065768 some promotions may reduce the refund valle of items serio ook iti ie iia ir ir ii iii, we feedback! take quick survey enter chance to #in $250 store gift card . go nyfakestore . com/win 5 winners monthiy * . ok iai iori ioi aian a tor ior iir cashier john doe store 123 pos 008 transact ion 2629 sunday, february 13, 2022 1228 am"
invoice,"anycompany supplies inc . date {sep 08, 2020 615 mcdermott camp invoice #539400088 damianview nc 173968331 customer id 8608 phone (858) 5550101 due date sep 23, 2020 bill to zhang wei 313 bernhard freeway, giuseppeland tennessee 956518077 zhang.weiexample.com description amount gmc sierra yukon xi 99 $35.14 super glue 19061 porcelain repair $25.45 camp chef pg24s pellet grill $659.99 belkin screenforce tempered glass screen $35.99 bandaid first aid pads, adhesive $10.76 total $767.33 other comments total payment due 30 days if paying check, include invoice! ber check questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
salary slip,company name address employee gra _____ professional tax low
invoice,"anycompany hardware supplies 5305 ellis inlet hudsonstad nm 83135 phone (858) 5550101 bill to nikhil jayashankar 481 runolfsson estate, nidiatown rhode island 680926380 nikhil.jayashankarexample.com date jul 30, 2019 invoice #243151252 customer id 3408 due date aug 14, 2019 description amount harley davidson tattoo twin comforter $96.92 shopkins 2016 wall calendar $15.8 colored recycled mirror glass pebbles $18.88 zvox accuvoice av200 sound bar $263.31 nfl new orleans saints silicone $17.9 total $412.81 other comments total payment due 30 days ifpaying check, include invoice number check questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
receipt,"the ainl store 1234 somewhere rd poway, california 92129 92/19/2022 1228 am a umnnuemt enon rae 9838162381029381239981 appte wateh band umtele 1 $27.21 rugged cocoon cpeabk gr idit 1 w6 . 19 organizer, subtotal $2 . 40 t = ga tax 7.7500 56.33 8.93 . total, $6.33 o56 amex charge bor . aid 89000862215010 amex credit auth code 065010 some promotions may reduce the refund valle of items seb iorrieiiioiiiiraioiiiiia atr we feedback! take quick survey enter chance “ to win $250 store gift card . go myfakestore . com/win * 5 winners monthly * socio iiit hiri i iii iir cashier john doe store 123 pos 003 traneact ion 2629 sunday, february 18, 2022 1228 am"
invoice,"anycompany wholesales date apr 17, 2018 4599 auer pike invoice #743530535 larkinfurt nv 04007 customer id 3696 phone (858) 5550101 due date may 02, 2018 bill to wang xiulan 9115 bailey mount, cameronmouth arkansas 45728 wang.xiulanexample.com description amount harley davidson fleece blanket $57.53 total $57.53 other comments total payment due 30 days if paying check, include invoice check number if questions invoice, contact phone (858) 5550101 email invoice_inquiryexample.com thank you for your business!!"
receipt,"the aiml store 1234 somewhere rd ‘ poway, california 92129 2/13/2022 12128 am lage vue <you & he 69928 90 . po $80.79 ght new xbox ohe ¢ 1 2 $8.63 hp sprocket portable photo . = 1 tbr . s printer, oe mee subtotal $228.75 ""t= ga tax 7.7800 203 . 756 $17 . 008; total $208 8b 32380 amex charge 928 . 58 aid 49000638078915 amex debit auth codes (66915 some promotions may redue the refuo valle of teks jett pcan gob obo goa dso oerico tire “ we feedback! take quick survey enter chance jo win $250 store gift card . go . —wyfakestore . com/ain / * s winners monthly® rei ooreiciooioe ori iooiio cashier john doe store 123 pos 008 transact ion2629 sunday, february 18, 2022 1228 am"
salary slip,"company name salary slip january 2015 name department designation bankname location bank account no . earnings deductions serial serialno, salaryhead amount (rs) no . salaryhead amount (rs .) 1 basic 40,000 1_ professional tax 200 2 dearness allowance 4000 2 taxdeductedat source 10,000 3 houserentallowance 20,000 3 . employee provident fund 4800 4 conveyance allowance 1,600 5 medical allowance 4500 6 __ special allowance 28,000 salary (gross} / pm 98,100 reimbursement 7 salary (ctc) / pm 98,100 total deduction . 35,000 net salary 3,100 totalnumber of days 31"
salary slip,"company name (s55) 5555555 chek hereto enter tex, abcexample.com check hereto enters enter your comment here] chick toentars ck hereto entertext . phone #enpljee sat surance employees sinatre chick hereto enter text . (211) 2223585"
receipt,"the aiml store 1234 somewhere rd poway, california 92129 02/19/2022 1228 am znj cake leaves set pluger 1 $11.67 swartmouth origiral activated 1 927.75 mouthwash! vinyl quilted white fabric w/ 1 $22.37 subtotal $71.70 t= ga tax 7.7500 77 . 174 $b . 32d total 977.174 x2m0, amex charge, 977.174 aid 20000164134492 amex credit auth code bade ‘ some promotions may reduce the refund value of . ites eri iii iii iii ifn i we feedback! teke quick survey enter chance to hin $250 store gift card . go myfakestore . con/win * 5 winners monthly “ seiki ii aer aia ii iia ion ior cashier john doe store 123 pos 003 traneact ion 2529 quday, february 18, 2022 1228 am"
